1521333421.029000 /muse/acc fff  257.8129 941.4077 132.81271
1521333445.911000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.695109 14.305791 8.658937 3.7019548 7.18449 6.062088 0.5044607 3.3120685 1.2807401 -6.302653 -6.8579526 -6.1007504 -0.48406747 -3.7306106 -1.1159362 -0.90753007 -8.501192 -14.13654 -14.04503 -11.82561 -8.847009 -10.489979 -6.9675064 -4.835443 -11.508498 -13.754185 -15.375013 -19.045258 -12.822303 -10.9412365 -12.345445 -9.674661 -10.646947 -16.387882 -16.022837 -14.25243 -12.712191 -14.630441 -18.031223 -16.479471 -17.252182 -15.446528 -14.138602 -17.34653 -22.955564 -11.332176 -10.565239 -19.977571 -17.227655 -15.456052 -13.095449 -15.30445 -20.899708 -20.190037 -17.394983 -16.969563 -15.617173 -16.598953 -18.640768 -15.319221 -16.16062 -20.205624 -15.790693 -23.290785 -24.075737 -26.025928 -25.536636 -26.056726 -32.614815 -30.187199 -29.580893 -26.635098 -24.77283 -22.664272 -19.30577 -20.281513 -21.88407 -21.87065 -17.979246 -14.266487 -17.532455 -17.69619 -19.997267 -23.86416 -17.113409 -17.136312 -18.934607 -20.745075 -19.944807 -18.524035 -19.455826 -21.49624 -23.082008 -21.37384 -21.911682 -24.22643 -20.01302 -18.450365 -20.066355 -20.342903 -21.748884 -21.705719 -23.670588 -25.236473 -17.72201 -19.870914 -19.229744 -18.007162 -19.281334 -19.812801 -18.495703 -18.792463 -15.904766 -16.129805 -19.553205 -22.92207 -23.550089 -23.61807 -29.221954 -33.033043 -29.162678 -28.688372 -23.759665 -23.733507 -32.810696 -28.804586 -28.000195 -28.76462 -27.794123
1521333445.911000 /muse/elements/low_freqs_absolute ffff  0.6183115 0.18544659 0.28948498 1.3892365
1521333445.911000 /muse/elements/alpha_absolute ffff  0.55962175 -0.4972195 -0.49877036 0.6915142
1521333445.911000 /muse/elements/beta_absolute ffff  0.2659689 -0.6236294 -0.7634842 0.21926957
1521333445.911000 /muse/elements/delta_absolute ffff  0.4781992 0.14282134 0.25406972 1.2321728
1521333445.912000 /muse/elements/gamma_absolute ffff  -0.015543649 -0.9460888 -0.7306366 -0.23525319
1521333445.912000 /muse/elements/theta_absolute ffff  0.05882931 -0.8438091 -0.8166961 0.8713604
1521333445.912000 /muse/elements/alpha_session_score ffff  0.5471698 0.0 0.025316456 0.6219512
1521333445.912000 /muse/elements/beta_session_score ffff  0.0882353 0.0 0.0 0.19444445
1521333445.912000 /muse/elements/delta_session_score ffff  0.20661157 0.13513513 0.19879518 0.26213592
1521333445.912000 /muse/elements/gamma_session_score ffff  0.054054055 0.25925925 0.88235295 0.046511628
1521333445.912000 /muse/elements/theta_session_score ffff  0.26666668 0.0 0.0 0.4125
1521333445.912000 /muse/eeg ffff  858.679748535 834.005004883 807.68536377 860.324707031
1521333445.912000 /muse/eeg ffff  857.034729004 837.29498291 809.330322266 863.614685059
1521333445.912000 /muse/eeg ffff  857.034729004 835.650024414 810.975280762 870.194580078
1521333445.912000 /muse/eeg ffff  861.969726562 834.005004883 807.68536377 868.549621582
1521333445.912000 /muse/eeg ffff  863.614685059 837.29498291 809.330322266 871.839599609
1521333445.912000 /muse/eeg ffff  863.614685059 834.005004883 809.330322266 880.064453125
1521333445.912000 /muse/eeg ffff  863.614685059 832.360046387 807.68536377 880.064453125
1521333445.912000 /muse/eeg ffff  865.259643555 832.360046387 807.68536377 880.064453125
1521333445.912000 /muse/eeg ffff  865.259643555 830.715087891 806.040344238 883.354431152
1521333445.912000 /muse/eeg ffff  873.484558105 832.360046387 806.040344238 886.64440918
1521333445.912000 /muse/eeg ffff  868.549621582 830.715087891 806.040344238 884.999450684
1521333445.912000 /muse/eeg ffff  866.904663086 827.425109863 804.395385742 886.64440918
1521333445.912000 /muse/eeg ffff  868.549621582 829.070068359 802.750427246 889.934387207
1521333445.912000 /muse/acc fff  261.719146729 941.407714844 132.812713623
1521333445.927000 /muse/acc fff  250.000396729 937.501464844 121.093940735
1521333445.941000 /muse/drlref ff  1641935.5 1645161.25
1521333445.941000 /muse/acc fff  253.906646729 937.501464844 121.093940735
1521333445.955000 /muse/acc fff  265.625427246 941.407714844 125.000198364
1521333445.980000 /muse/eeg ffff  865.259643555 827.425109863 799.460449219 880.064453125
1521333445.980000 /muse/eeg/quantization iiii  1 1 1 1
1521333445.980000 /muse/eeg ffff  871.839599609 830.715087891 797.815490723 880.064453125
1521333445.980000 /muse/eeg ffff  868.549621582 830.715087891 794.525512695 876.774536133
1521333445.980000 /muse/eeg ffff  873.484558105 830.715087891 792.880554199 876.774536133
1521333445.980000 /muse/eeg ffff  875.129516602 832.360046387 792.880554199 876.774536133
1521333445.980000 /muse/eeg ffff  875.129516602 832.360046387 792.880554199 873.484558105
1521333445.980000 /muse/eeg ffff  876.774536133 830.715087891 789.590576172 866.904663086
1521333445.980000 /muse/eeg ffff  876.774536133 830.715087891 787.945556641 861.969726562
1521333445.980000 /muse/eeg ffff  878.419494629 830.715087891 787.945556641 860.324707031
1521333445.981000 /muse/elements/alpha_relative ffff  0.39204895 0.13379738 0.12048449 0.15087438
1521333445.981000 /muse/elements/beta_relative ffff  0.14993615 0.100599 0.06291277 0.049541455
1521333445.981000 /muse/elements/delta_relative ffff  0.2808528 0.650242 0.6840537 0.5626693
1521333445.981000 /muse/elements/gamma_relative ffff  0.080027625 0.048858024 0.0747026 0.017842928
1521333445.981000 /muse/elements/theta_relative ffff  0.09713448 0.066503614 0.057846412 0.21907198
1521333445.981000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333445.981000 /muse/elements/is_good iiii  1 1 1 1
1521333445.981000 /muse/elements/blink i  0
1521333445.981000 /muse/elements/jaw_clench i  0
1521333445.981000 /muse/elements/touching_forehead i  1
1521333445.981000 /muse/elements/experimental/concentration f  0.0
1521333445.982000 /muse/elements/experimental/mellow f  0.011652727
1521333445.982000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  3.904566 8.639721 5.4241667 -2.4924006 -0.7893164 -4.094415 -4.662761 -8.392344 -8.617812 -6.5503187 -15.136555 -11.310242 -5.239685 -3.0637171 -3.777139 -6.7806406 -9.514074 -7.3830276 -11.460763 -10.645375 -13.591962 -14.425199 -10.535253 -7.4118094 -4.1150503 -11.0621395 -16.785215 -15.462616 -13.00543 -9.126742 -10.11888 -12.6230135 -10.295446 -9.657044 -11.182409 -9.642602 -11.095567 -8.575436 -15.581839 -15.371032 -17.366531 -17.012629 -20.656828 -15.527264 -10.561309 -8.55094 -9.401609 -7.308898 -15.277432 -13.750039 -13.824382 -15.882131 -19.693703 -17.301434 -18.393082 -18.607735 -16.613342 -14.133316 -10.198598 -15.687399 -18.894947 -18.266495 -15.350912 -18.170406 -15.432889 -18.42188 -22.75683 -23.929228 -27.282124 -29.650417 -31.092894 -26.47185 -25.328985 -18.21365 -13.928872 -19.25451 -16.972078 -19.706459 -17.944546 -14.018542 -13.650231 -12.360889 -16.38613 -20.181023 -20.603092 -17.144457 -20.026037 -23.266632 -23.618711 -19.281958 -15.044721 -13.331703 -18.471884 -17.12201 -15.082997 -20.318794 -19.738356 -14.676276 -15.280273 -20.090277 -19.989773 -15.801116 -16.046732 -19.257727 -24.373865 -18.769583 -14.568569 -19.28701 -20.222147 -20.251123 -19.807257 -21.086193 -24.510416 -29.440382 -22.332834 -18.34243 -23.312067 -20.30551 -21.593363 -16.357096 -18.853756 -26.882381 -26.776703 -22.231464 -27.720646 -25.673092 -23.279188 -22.473269 -23.14656
1521333445.983000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  2.8966827 8.514642 1.3099109 -5.289508 -9.258439 -15.257205 -17.251078 -13.8922825 -12.773976 -16.1716 -18.257505 -17.771751 -13.105148 -18.001059 -14.124592 -16.689068 -16.424797 -17.361765 -18.177374 -17.267414 -16.469503 -17.364676 -17.289515 -16.933737 -20.743353 -18.631992 -19.27858 -18.315079 -21.63191 -19.543907 -17.185146 -16.806866 -21.178982 -22.765028 -19.218163 -18.354204 -21.737398 -20.826162 -18.667082 -17.950584 -19.547367 -20.792011 -25.34172 -19.80004 -20.458755 -23.783365 -22.434185 -21.820183 -29.670929 -22.859686 -24.792171 -29.528343 -29.909616 -25.632826 -21.304796 -23.575497 -26.063547 -24.08413 -23.024704 -26.922003 -25.23247 -27.207687 -27.061134 -24.782299 -24.716711 -29.018938 -31.627117 -34.69384 -43.836025 -36.293343 -32.660572 -28.4311 -27.364775 -28.743313 -28.346588 -27.882229 -28.613508 -27.831081 -24.833069 -26.121098 -27.4729 -25.281532 -20.993523 -22.08353 -21.544067 -23.25445 -23.641466 -21.846777 -20.190496 -21.096762 -18.347706 -19.874636 -22.419218 -24.43604 -24.424337 -27.46846 -28.781452 -25.33324 -28.216537 -22.871515 -24.308056 -29.43848 -26.263472 -25.355398 -23.424126 -24.715988 -28.529543 -24.994486 -26.53652 -29.822754 -25.38442 -26.45853 -30.998297 -27.271015 -30.669146 -33.20074 -29.173409 -26.688234 -30.470758 -38.65068 -35.276875 -34.566082 -38.169388 -31.358408 -27.729742 -29.978834 -35.192326 -33.50137 -33.081123
1521333445.983000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  4.836646 8.336347 1.424072 -3.3799365 -10.061589 -17.428734 -18.029568 -12.768565 -14.7991295 -13.436944 -14.088542 -14.794924 -14.968995 -18.790094 -17.966562 -18.6904 -20.180538 -21.787666 -18.222527 -17.633274 -20.499382 -20.213287 -25.051682 -24.989128 -19.818886 -22.59953 -25.219484 -24.584011 -18.153784 -19.132391 -21.771276 -24.775919 -23.295088 -17.88066 -19.606718 -17.733803 -16.348019 -20.721716 -18.688215 -19.236965 -20.88164 -19.90991 -16.932554 -21.198158 -15.212225 -15.920307 -25.480732 -27.128033 -19.986256 -16.479824 -19.4978 -17.068842 -19.303524 -25.603447 -28.232897 -22.955925 -24.943325 -22.856634 -20.421394 -24.768497 -21.957108 -19.7683 -22.302673 -22.49379 -24.472603 -29.365635 -26.278027 -27.813192 -33.57022 -38.239265 -32.908115 -27.9595 -28.035934 -28.112776 -26.69524 -29.253504 -25.403294 -26.7047 -25.526436 -24.5186 -24.641386 -23.495966 -22.091759 -25.556257 -28.520754 -26.057981 -24.49308 -25.246607 -24.985516 -23.534973 -23.211874 -23.492136 -21.946535 -27.099445 -24.660305 -20.958647 -22.964237 -25.686262 -26.698158 -25.556545 -22.499891 -25.236607 -31.92484 -30.195383 -25.597923 -25.1127 -31.032402 -26.728592 -22.409382 -22.29583 -31.730427 -26.05156 -25.920012 -22.791185 -25.271103 -34.677555 -30.643267 -27.733002 -32.954956 -30.568113 -29.1618 -33.65769 -28.120394 -33.19133 -27.934538 -30.301046 -32.85813 -30.602486 -31.007198
1521333445.984000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.350582 14.822855 9.576884 4.2872424 7.287698 5.208617 -0.06292181 2.6214848 1.7072291 -5.023352 -8.000075 -6.768953 -1.2649467 -5.5137954 -1.5992354 -0.92033124 -7.6736336 -13.769492 -14.397435 -12.226358 -9.3125725 -11.053025 -7.4557333 -4.8310394 -11.750121 -14.35261 -16.175304 -19.223934 -12.388204 -10.619403 -12.876394 -9.823744 -10.389689 -15.22914 -14.750055 -13.560319 -12.003078 -14.649193 -17.065807 -16.82757 -17.498505 -16.625238 -15.057259 -18.27726 -22.799095 -11.116259 -10.756589 -20.129776 -17.992933 -15.44605 -13.14653 -14.208535 -21.110558 -20.397142 -16.752762 -16.407118 -15.566426 -16.393887 -19.034674 -14.897677 -15.3883915 -20.425793 -15.780301 -21.21547 -23.461956 -25.40877 -24.313122 -25.992786 -32.72809 -30.310236 -30.085472 -26.511972 -24.44589 -22.555605 -19.040802 -20.699854 -21.506529 -21.212654 -18.50942 -14.430539 -18.138548 -17.555534 -19.985565 -23.334326 -17.358885 -17.019281 -18.982584 -20.500854 -19.916258 -18.919992 -19.27978 -21.664011 -22.047182 -20.439009 -21.368977 -24.840199 -19.863188 -19.488733 -19.842424 -20.51417 -21.65652 -21.414114 -22.532742 -24.324753 -18.469166 -20.961716 -20.155912 -18.744894 -20.196865 -19.730844 -18.404722 -18.766531 -16.125694 -16.189976 -19.302813 -23.10463 -23.463331 -23.618366 -29.874987 -32.836494 -29.452988 -29.1721 -23.835688 -23.926718 -31.845205 -29.853025 -29.174013 -29.451736 -27.219679
1521333445.984000 /muse/elements/low_freqs_absolute ffff  0.66406846 0.2353124 0.29064396 1.4059618
1521333445.984000 /muse/elements/alpha_absolute ffff  0.67993164 -0.49360505 -0.49877036 0.6915142
1521333445.984000 /muse/elements/beta_absolute ffff  0.26249766 -0.61745894 -0.7809627 0.20786744
1521333445.984000 /muse/elements/delta_absolute ffff  0.53507006 0.19302239 0.2553887 1.2631519
1521333445.984000 /muse/elements/gamma_absolute ffff  -0.010168762 -0.93111676 -0.7063658 -0.23563516
1521333445.984000 /muse/elements/theta_absolute ffff  0.0739647 -0.7972074 -0.8174251 0.8534855
1521333445.984000 /muse/elements/alpha_session_score ffff  0.7735849 0.0 0.025316456 0.6219512
1521333445.984000 /muse/elements/beta_session_score ffff  0.0882353 0.025641026 0.0 0.16666667
1521333445.984000 /muse/elements/delta_session_score ffff  0.24793388 0.18018018 0.19879518 0.29126215
1521333445.984000 /muse/elements/gamma_session_score ffff  0.08108108 0.33333334 0.9411765 0.046511628
1521333445.984000 /muse/elements/theta_session_score ffff  0.28333333 0.0 0.0 0.3875
1521333445.984000 /muse/eeg ffff  876.774536133 830.715087891 786.300598145 858.679748535
1521333445.984000 /muse/eeg ffff  878.419494629 832.360046387 786.300598145 857.034729004
1521333445.984000 /muse/eeg ffff  886.64440918 832.360046387 786.300598145 857.034729004
1521333445.984000 /muse/eeg ffff  889.934387207 832.360046387 786.300598145 863.614685059
1521333445.984000 /muse/eeg ffff  888.289367676 830.715087891 783.010620117 868.549621582
1521333445.984000 /muse/eeg ffff  893.224304199 830.715087891 781.365661621 873.484558105
1521333445.984000 /muse/eeg ffff  886.64440918 829.070068359 781.365661621 871.839599609
1521333445.984000 /muse/acc fff  269.531677246 945.313964844 125.000198364
1521333446.008000 /muse/acc fff  277.344177246 937.501464844 128.906448364
1521333446.022000 /muse/acc fff  273.437927246 933.595214844 128.906448364
1521333446.045000 /muse/eeg ffff  891.579345703 829.070068359 779.720703125 875.129516602
1521333446.045000 /muse/eeg/quantization iiii  1 1 1 1
1521333446.045000 /muse/eeg ffff  894.86932373 829.070068359 781.365661621 878.419494629
1521333446.045000 /muse/eeg ffff  891.579345703 829.070068359 781.365661621 881.709472656
1521333446.045000 /muse/eeg ffff  893.224304199 827.425109863 781.365661621 886.64440918
1521333446.045000 /muse/eeg ffff  893.224304199 825.780151367 779.720703125 884.999450684
1521333446.045000 /muse/eeg ffff  889.934387207 825.780151367 779.720703125 886.64440918
1521333446.045000 /muse/eeg ffff  899.804260254 825.780151367 778.075683594 891.579345703
1521333446.045000 /muse/eeg ffff  908.029174805 827.425109863 773.14074707 889.934387207
1521333446.045000 /muse/eeg ffff  903.094238281 825.780151367 774.785766602 893.224304199
1521333446.045000 /muse/eeg ffff  899.804260254 825.780151367 771.495788574 898.159240723
1521333446.046000 /muse/eeg ffff  889.934387207 827.425109863 769.850830078 898.159240723
1521333446.046000 /muse/eeg ffff  901.44921875 829.070068359 769.850830078 901.44921875
1521333446.046000 /muse/eeg ffff  903.094238281 829.070068359 768.205810547 896.514282227
1521333446.046000 /muse/eeg ffff  903.094238281 827.425109863 764.91583252 891.579345703
1521333446.046000 /muse/eeg ffff  904.739196777 829.070068359 766.560852051 889.934387207
1521333446.046000 /muse/elements/alpha_relative ffff  0.4182615 0.12602945 0.119554795 0.1431798
1521333446.046000 /muse/elements/beta_relative ffff  0.13386324 0.09028593 0.061378345 0.04628656
1521333446.046000 /muse/elements/delta_relative ffff  0.28141695 0.67807 0.6805943 0.58575875
1521333446.046000 /muse/elements/gamma_relative ffff  0.074213445 0.04293591 0.07795295 0.016780991
1521333446.046000 /muse/elements/theta_relative ffff  0.092244856 0.06267869 0.060519576 0.20799391
1521333446.046000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333446.046000 /muse/elements/is_good iiii  1 1 1 1
1521333446.046000 /muse/elements/blink i  0
1521333446.046000 /muse/elements/jaw_clench i  0
1521333446.046000 /muse/elements/touching_forehead i  1
1521333446.046000 /muse/elements/experimental/concentration f  0.0
1521333446.046000 /muse/elements/experimental/mellow f  0.024408283
1521333446.047000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.0510597 9.425668 5.2940817 0.02204589 -0.20539817 -3.499597 -4.712415 -8.117335 -6.961468 -6.436734 -14.2614355 -9.939638 -4.412619 -1.9186314 -2.2049484 -6.185784 -10.551686 -7.3159914 -10.603541 -10.49328 -13.696012 -14.082164 -10.531244 -7.3228426 -4.3292217 -10.852967 -15.371926 -14.914723 -13.177321 -9.489605 -10.337408 -13.341384 -10.27058 -9.697507 -10.926718 -9.327963 -10.540239 -8.187067 -15.959826 -15.39999 -17.714062 -16.464882 -19.973751 -15.221292 -10.234349 -8.071111 -9.296828 -7.085102 -14.691184 -14.673063 -15.218488 -15.7802725 -19.132046 -16.573671 -18.761301 -18.597752 -16.88668 -13.428966 -9.812026 -15.510174 -18.666079 -16.956268 -15.283554 -17.9167 -15.909298 -19.436375 -22.754133 -24.313795 -27.524746 -28.610088 -30.237576 -26.630861 -24.893518 -18.033615 -13.934227 -18.806713 -17.633638 -20.497345 -17.8924 -14.186257 -14.013074 -12.86257 -16.373266 -21.342073 -19.850319 -16.182215 -18.693668 -23.165087 -24.187786 -19.964222 -15.167511 -12.858846 -19.155382 -16.043135 -14.238815 -19.153618 -18.694603 -14.705401 -14.449136 -19.93324 -19.971941 -15.569257 -16.292482 -19.252457 -25.476608 -19.99228 -15.109941 -19.393953 -20.99157 -19.905731 -19.922451 -21.443686 -24.749512 -27.695683 -22.259373 -18.61733 -23.155226 -20.659458 -21.566534 -16.557514 -18.856438 -27.26553 -26.18709 -22.159645 -27.71432 -25.87151 -22.674696 -22.53885 -21.800264
1521333446.047000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  2.6571152 8.642361 2.1699939 -3.0945048 -7.4137754 -14.887018 -17.34708 -13.466942 -12.392937 -14.186122 -18.393644 -17.63124 -12.586403 -17.833153 -13.750772 -15.726307 -15.875925 -16.886328 -18.024187 -16.67065 -16.724771 -17.71265 -17.1796 -16.699512 -20.270842 -18.952784 -19.525795 -17.801548 -20.33533 -19.470345 -17.594296 -17.156641 -21.389544 -21.627384 -18.167683 -18.873072 -21.946571 -20.920135 -18.447966 -18.108095 -19.660683 -20.645435 -24.299366 -19.823294 -20.545107 -24.46905 -22.9407 -21.534243 -27.473019 -22.792057 -24.825397 -30.0477 -31.123577 -25.789818 -21.298302 -23.746521 -25.908197 -23.879034 -22.146563 -25.673857 -26.16711 -28.037834 -26.943415 -25.209478 -24.570492 -28.816523 -31.807747 -33.950245 -40.585117 -36.81867 -33.753235 -28.776352 -27.183346 -28.308195 -27.932737 -27.84833 -29.47645 -27.96121 -25.270288 -26.55186 -27.578077 -25.67695 -21.510963 -22.28843 -21.643274 -23.440144 -23.70317 -21.97593 -20.037535 -20.832825 -18.25207 -19.743376 -21.83844 -24.579807 -24.340237 -27.339678 -28.234737 -25.454111 -26.915583 -21.571533 -23.074335 -28.391853 -26.420616 -24.934744 -23.187916 -24.82889 -27.86807 -25.463272 -26.406843 -29.651707 -24.491573 -26.480917 -31.227736 -27.962708 -31.083681 -33.94536 -29.18697 -26.714848 -30.838995 -37.92388 -34.355362 -32.67389 -40.12712 -31.329412 -27.507713 -30.195507 -35.268044 -32.74639 -32.002228
1521333446.048000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.947327 9.402389 1.2516358 -3.1950362 -10.6799345 -17.264908 -16.136204 -12.347026 -13.944799 -13.377185 -13.760931 -14.784558 -14.784757 -18.610926 -18.125261 -18.650076 -20.304346 -21.41176 -18.201496 -16.621374 -20.591562 -19.861538 -24.002703 -23.966383 -19.25432 -22.010506 -25.857113 -23.16069 -18.1641 -18.811432 -21.794987 -24.015331 -23.199705 -17.267172 -18.197971 -16.604225 -16.340775 -19.927095 -18.526361 -18.930016 -20.040733 -20.293331 -17.401417 -20.91416 -15.162938 -15.696161 -23.90197 -27.37979 -20.151651 -16.589352 -19.521276 -16.600674 -19.196247 -24.49642 -29.180729 -23.477692 -24.873535 -21.549488 -19.688103 -23.491476 -22.306232 -19.576595 -22.04773 -22.397488 -25.46815 -30.47829 -26.74101 -28.764168 -32.91086 -37.868366 -32.69202 -28.447418 -28.508993 -27.563995 -26.140015 -28.655563 -25.20534 -25.762474 -24.875208 -23.98886 -25.214605 -23.18957 -22.439602 -26.415047 -30.205276 -25.974102 -24.375498 -25.197933 -24.679434 -23.371284 -22.702272 -24.14354 -22.187244 -27.268404 -25.174397 -21.23592 -22.74903 -25.624355 -26.312885 -25.133337 -22.518429 -25.127573 -32.45463 -29.892874 -26.645214 -25.61629 -30.348974 -25.893959 -22.48799 -22.618065 -32.321613 -25.03837 -25.586023 -23.11872 -26.02609 -33.60071 -30.618439 -27.829659 -32.570156 -31.138685 -29.688868 -33.204494 -27.025076 -31.690239 -27.369684 -30.754791 -33.79234 -30.135798 -30.805727
1521333446.048000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.4749365 15.169919 10.5029745 5.4762983 7.283933 4.238994 -1.0635849 1.9907014 2.1395192 -3.1440294 -8.66308 -8.121183 -2.0104885 -7.679598 -2.4416058 -0.9826363 -6.8115077 -13.558814 -13.903282 -12.452219 -9.831693 -11.536061 -7.9715943 -5.090422 -12.235044 -14.5860815 -16.7941 -19.597548 -12.130557 -10.459152 -13.390657 -10.080157 -10.257812 -14.601632 -13.473893 -12.816194 -11.518205 -14.905039 -16.389519 -17.211231 -17.799019 -17.65371 -16.333345 -18.882853 -20.972488 -11.202812 -10.99717 -20.076477 -18.699642 -15.500458 -13.100422 -13.444409 -20.909777 -20.597538 -15.783456 -15.8990555 -15.397627 -16.397892 -19.08815 -14.354935 -14.778108 -20.48219 -15.855044 -19.059242 -22.93465 -24.75968 -23.0405 -24.987444 -32.030937 -30.463608 -29.860126 -26.282412 -24.173805 -22.173231 -19.042759 -20.881065 -21.403057 -20.146023 -18.701794 -14.972997 -18.420628 -17.500355 -19.729465 -23.186035 -17.502897 -16.984642 -18.889116 -20.719849 -19.934986 -19.324432 -18.914944 -21.574001 -21.008549 -19.966232 -20.79267 -25.139044 -19.843857 -20.236275 -19.998037 -20.574743 -21.301039 -21.406578 -21.891203 -23.448744 -19.21924 -22.75629 -21.330315 -20.012638 -20.894526 -19.910812 -18.408474 -19.171965 -16.49972 -16.37455 -19.203352 -22.853241 -23.722836 -23.803686 -30.008732 -32.61453 -28.723642 -29.736437 -24.280045 -24.13548 -31.206669 -28.592627 -30.368738 -29.844536 -26.770721
1521333446.048000 /muse/elements/low_freqs_absolute ffff  0.7059438 0.31508183 0.2935476 1.4353176
1521333446.048000 /muse/elements/alpha_absolute ffff  0.754913 -0.45411703 -0.49877036 0.6915142
1521333446.048000 /muse/elements/beta_absolute ffff  0.2601264 -0.598969 -0.7883222 0.20108739
1521333446.048000 /muse/elements/delta_absolute ffff  0.58281535 0.27668548 0.25655097 1.3033513
1521333446.049000 /muse/elements/gamma_absolute ffff  0.0039476682 -0.92176837 -0.6845048 -0.23954992
1521333446.049000 /muse/elements/theta_absolute ffff  0.09840727 -0.7574692 -0.79444146 0.8536831
1521333446.049000 /muse/elements/alpha_session_score ffff  0.9056604 0.0 0.025316456 0.6219512
1521333446.049000 /muse/elements/beta_session_score ffff  0.0882353 0.07692308 0.0 0.1388889
1521333446.049000 /muse/elements/delta_session_score ffff  0.2892562 0.24545455 0.2 0.33009708
1521333446.049000 /muse/elements/gamma_session_score ffff  0.10810811 0.3846154 1.0 0.046511628
1521333446.049000 /muse/elements/theta_session_score ffff  0.33333334 0.0 0.0 0.3875
1521333446.049000 /muse/eeg ffff  896.514282227 830.715087891 764.91583252 886.64440918
1521333446.049000 /muse/acc fff  257.812896729 937.501464844 121.093940735
1521333446.049000 /muse/drlref ff  1641935.5 1648387.125
1521333446.049000 /muse/acc fff  246.09413147 941.407714844 117.187683105
1521333446.103000 /muse/acc fff  253.906646729 941.407714844 125.000198364
1521333446.104000 /muse/acc fff  265.625427246 937.501464844 132.812713623
1521333446.130000 /muse/eeg ffff  904.739196777 830.715087891 763.270874023 883.354431152
1521333446.130000 /muse/eeg/quantization iiii  1 1 1 1
1521333446.130000 /muse/eeg ffff  904.739196777 827.425109863 764.91583252 884.999450684
1521333446.130000 /muse/eeg ffff  901.44921875 827.425109863 763.270874023 888.289367676
1521333446.130000 /muse/eeg ffff  908.029174805 829.070068359 761.625915527 889.934387207
1521333446.130000 /muse/eeg ffff  906.384155273 829.070068359 758.3359375 886.64440918
1521333446.131000 /muse/eeg ffff  908.029174805 827.425109863 756.690979004 893.224304199
1521333446.131000 /muse/eeg ffff  911.319091797 827.425109863 755.045959473 899.804260254
1521333446.131000 /muse/eeg ffff  908.029174805 825.780151367 753.401000977 903.094238281
1521333446.131000 /muse/eeg ffff  914.609069824 827.425109863 750.111022949 909.674133301
1521333446.131000 /muse/eeg ffff  919.544006348 830.715087891 746.821105957 908.029174805
1521333446.131000 /muse/eeg ffff  921.188964844 830.715087891 746.821105957 911.319091797
1521333446.131000 /muse/eeg ffff  927.768920898 834.005004883 748.466064453 917.899047852
1521333446.131000 /muse/eeg ffff  922.833984375 830.715087891 746.821105957 921.188964844
1521333446.131000 /muse/eeg ffff  911.319091797 827.425109863 743.53112793 921.188964844
1521333446.131000 /muse/eeg ffff  912.964111328 829.070068359 743.53112793 919.544006348
1521333446.132000 /muse/eeg ffff  914.609069824 829.070068359 743.53112793 921.188964844
1521333446.132000 /muse/acc fff  261.719146729 941.407714844 132.812713623
1521333446.135000 /muse/acc fff  261.719146729 941.407714844 136.718963623
1521333446.152000 /muse/drlref ff  1641935.5 1648387.125
1521333446.152000 /muse/acc fff  261.719146729 945.313964844 136.718963623
1521333446.177000 /muse/acc fff  253.906646729 945.313964844 132.812713623
1521333446.191000 /muse/eeg ffff  917.899047852 830.715087891 745.176086426 921.188964844
1521333446.191000 /muse/eeg/quantization iiii  1 1 1 1
1521333446.191000 /muse/eeg ffff  916.25402832 829.070068359 738.596191406 917.899047852
1521333446.191000 /muse/eeg ffff  911.319091797 829.070068359 738.596191406 924.478942871
1521333446.191000 /muse/eeg ffff  909.674133301 829.070068359 740.241149902 922.833984375
1521333446.191000 /muse/eeg ffff  916.25402832 830.715087891 738.596191406 922.833984375
1521333446.194000 /muse/elements/alpha_relative ffff  0.4242512 0.12814812 0.112372555 0.13378237
