1521333336.730000 /muse/acc fff  273.43793 937.50146 128.90645
1521333336.821000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.3720045 12.353414 11.541808 2.1143079 0.3528855 -1.6518414 -3.519158 -8.562353 -8.96193 -5.486646 -6.165168 -5.9167066 -3.1101878 -0.6695636 -3.511492 -4.9817963 -5.655437 -7.185467 -9.441586 -8.600206 -4.430504 -3.9114547 -10.116114 -11.576966 -10.493798 -12.083088 -10.335044 -8.756475 -10.657531 -11.900798 -14.1900425 -9.782365 -11.238419 -8.773062 -6.0518794 -9.104084 -13.835884 -6.6794367 -7.5815687 -15.399343 -11.89969 -8.489294 -12.205525 -14.511349 -13.830149 -11.026473 -12.815426 -17.41648 -13.169015 -8.365824 -11.750073 -11.430435 -14.966569 -12.848391 -10.4519 -11.653403 -11.834794 -17.006557 -17.88555 -17.081453 -16.145842 -13.82355 -14.436669 -14.222386 -15.730055 -15.52787 -15.976887 -18.71537 -22.656857 -27.296556 -27.277323 -25.951805 -30.731092 -22.591543 -15.986403 -13.672158 -19.554424 -17.645462 -18.416939 -11.409811 -11.025526 -15.75508 -20.015718 -17.16653 -11.582497 -13.55899 -17.671812 -14.62799 -15.915025 -15.309786 -14.005919 -13.802372 -11.232139 -10.293451 -12.204752 -13.846075 -14.540536 -18.4718 -28.186327 -22.83964 -19.90785 -16.353855 -17.759155 -19.506607 -17.894047 -13.7979355 -15.699243 -14.090761 -12.880466 -16.015112 -24.576956 -24.445816 -22.093027 -16.308086 -19.036032 -20.456028 -18.439665 -25.007988 -23.134708 -23.829504 -26.754158 -27.050966 -20.84429 -22.250355 -22.305962 -23.515333 -19.719223 -19.979242 -28.491182
1521333336.822000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  15.851703 20.064007 12.019598 -1.315796 -2.89248 -0.8018071 0.6144427 -3.0600612 -3.1831777 -6.690852 -7.3094454 -6.192866 -4.8764277 -4.5288377 -9.019189 -14.342306 -12.190326 -8.815248 -5.8160295 -6.689116 -10.055687 -12.087448 -12.501152 -11.973488 -11.662469 -12.300271 -13.578844 -13.861443 -16.521511 -19.05459 -18.55302 -17.951591 -15.493669 -19.901361 -24.032293 -18.171543 -19.173445 -21.942099 -22.51018 -21.19372 -19.726007 -17.302134 -22.59878 -30.544926 -24.18068 -26.669744 -23.95997 -22.91073 -18.900475 -15.47949 -23.207823 -27.342411 -22.166227 -18.94854 -19.054798 -22.432146 -22.5066 -25.489038 -22.384432 -22.555887 -21.54277 -20.89381 -22.75262 -24.376553 -27.970177 -30.399529 -31.19551 -28.104626 -28.531067 -29.803259 -30.82734 -28.336494 -29.699442 -30.178614 -28.449665 -29.033857 -24.35506 -23.292494 -22.459528 -23.02412 -24.56703 -23.966633 -22.57414 -26.559244 -25.101748 -25.061625 -21.367306 -21.303577 -19.453438 -27.104288 -30.001108 -28.007298 -29.219841 -24.751945 -23.409082 -21.015436 -22.508509 -28.526533 -30.562353 -30.760492 -31.694992 -22.065676 -20.39188 -23.194712 -24.675528 -25.499449 -22.863281 -21.867249 -26.691816 -23.634148 -26.903593 -28.405245 -28.082504 -22.186773 -20.622383 -24.84985 -31.814411 -31.568693 -27.154186 -22.490925 -23.875786 -24.547373 -23.5702 -28.186657 -32.70887 -34.54561 -29.358837 -30.121658 -35.84445
1521333336.823000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  13.757434 18.154398 11.75185 5.57289 -0.7421638 0.20745447 0.09345484 -3.1259692 -3.6154308 -7.8889837 -10.297704 -9.186327 -6.183369 -6.916705 -13.082111 -17.159826 -13.939569 -12.681016 -7.8719726 -7.452434 -10.886717 -15.603942 -18.486568 -17.433674 -13.248239 -14.302693 -13.006428 -15.406756 -17.386194 -18.837278 -13.42785 -12.186957 -12.758249 -14.16079 -19.51823 -21.563414 -19.017565 -18.724005 -16.58742 -18.966326 -17.921389 -21.63738 -25.225006 -22.924158 -22.920494 -29.727417 -25.710972 -21.51514 -21.534515 -17.502554 -20.50885 -22.921217 -20.681711 -21.768547 -23.719624 -21.516872 -24.1064 -25.82006 -28.36858 -28.122456 -22.70375 -26.084484 -24.620602 -26.074776 -31.801493 -27.518099 -29.18238 -33.2339 -30.268412 -31.22602 -27.905043 -35.33046 -34.223957 -30.917227 -25.374233 -28.93734 -27.479431 -25.63166 -25.523323 -26.793596 -28.978895 -34.44199 -33.709396 -30.217821 -26.111948 -21.465677 -23.915253 -31.152525 -28.431057 -28.012337 -27.455862 -28.595415 -27.658836 -27.45415 -25.985065 -24.83789 -23.983883 -23.409994 -29.007523 -29.409094 -26.953503 -26.586218 -27.710533 -28.635513 -26.019804 -30.577017 -24.727423 -23.274698 -28.231943 -30.456245 -31.22961 -31.511293 -26.563456 -29.830454 -27.158392 -29.16306 -26.282555 -26.183464 -25.952343 -29.980442 -30.679222 -26.052633 -27.950422 -34.494747 -31.11083 -28.906336 -27.31901 -30.610558 -35.361565
1521333336.825000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.068015 15.169822 11.51438 5.724571 -0.6314451 0.9269087 -5.7841163 -7.8834686 -13.028841 -2.6868832 -0.82760376 -8.692932 -5.508383 -5.8889112 -5.8737864 -8.441412 -7.6966844 -5.758734 -3.7742865 -4.7704053 -4.8849573 -8.424417 -8.637287 -9.825308 -12.514871 -10.916711 -9.3098 -12.229509 -12.205882 -13.946517 -15.777665 -11.32492 -12.74821 -13.716095 -16.738993 -12.761789 -14.603045 -18.466955 -11.272369 -12.235194 -16.975016 -17.313627 -14.557342 -12.74598 -12.494701 -16.735655 -14.592284 -19.178743 -16.80633 -16.754112 -13.12002 -13.887846 -16.550577 -18.205606 -17.400423 -17.903183 -16.468975 -17.988585 -18.260498 -17.603662 -15.160153 -15.678761 -16.486698 -18.279295 -30.866379 -28.059315 -25.423323 -27.313885 -24.771742 -28.853281 -29.711056 -30.323902 -26.097776 -19.641546 -18.211052 -19.839685 -22.535192 -21.97561 -22.14622 -16.59382 -19.890312 -23.610992 -23.77268 -15.238654 -15.414363 -27.149622 -20.919905 -22.712084 -16.799007 -17.23004 -17.206976 -14.964542 -22.659708 -22.369057 -15.351141 -16.320107 -19.371902 -23.428211 -22.614956 -27.128555 -20.437227 -22.959469 -23.01966 -24.15904 -20.164274 -19.393333 -22.704803 -19.491863 -17.468058 -20.252705 -21.287287 -26.420427 -21.160198 -17.5069 -26.48704 -34.2557 -26.877 -25.503098 -24.709732 -22.70096 -22.191654 -26.782242 -25.026443 -28.447306 -25.25311 -27.842007 -27.871695 -30.001572 -31.71447
1521333336.825000 /muse/elements/low_freqs_absolute ffff  1.2239032 1.233248 1.2711112 1.3762395
1521333336.825000 /muse/elements/alpha_absolute ffff  0.93586606 0.46176696 0.24774788 0.73365575
1521333336.825000 /muse/elements/beta_absolute ffff  0.5927883 0.01784012 -0.060770344 0.49659553
1521333336.825000 /muse/elements/delta_absolute ffff  1.1815978 1.1522813 1.1995909 1.2932557
1521333336.825000 /muse/elements/gamma_absolute ffff  0.19716372 -0.7210582 -0.7834738 -0.021444717
1521333336.825000 /muse/elements/theta_absolute ffff  0.19153373 0.46391565 0.45248684 0.61661774
1521333336.825000 /muse/elements/alpha_session_score ffff  0.8684211 0.44444445 0.42682928 0.6785714
1521333336.826000 /muse/elements/beta_session_score ffff  0.26666668 0.6721311 0.88095236 1.0
1521333336.826000 /muse/elements/delta_session_score ffff  0.27522936 0.3882353 0.36082473 0.2857143
1521333336.826000 /muse/elements/gamma_session_score ffff  0.0 0.32258064 0.15384616 0.56
1521333336.826000 /muse/elements/theta_session_score ffff  0.054347824 0.45384616 0.46825397 0.46363637
1521333336.826000 /muse/eeg ffff  830.7151 899.80426 784.65564 807.68536
1521333336.826000 /muse/eeg ffff  838.94 898.15924 784.65564 807.68536
1521333336.826000 /muse/eeg ffff  842.2299 898.15924 786.3006 810.9753
1521333336.826000 /muse/eeg ffff  835.65 896.5143 786.3006 815.9103
1521333336.826000 /muse/eeg ffff  838.94 896.5143 789.5906 817.55524
1521333336.826000 /muse/eeg ffff  837.295 894.8693 791.23553 825.78015
1521333336.827000 /muse/eeg ffff  842.2299 893.2243 789.5906 824.13513
1521333336.827000 /muse/eeg ffff  837.295 896.5143 789.5906 825.78015
1521333336.827000 /muse/eeg ffff  842.2299 894.8693 791.23553 829.07007
1521333336.827000 /muse/eeg ffff  845.5199 893.2243 791.23553 829.07007
1521333336.827000 /muse/eeg ffff  838.94 893.2243 791.23553 829.07007
1521333336.827000 /muse/acc fff  273.43793 933.5952 136.71896
1521333336.841000 /muse/acc fff  273.43793 929.68896 144.53148
1521333336.855000 /muse/acc fff  273.43793 933.5952 148.43773
1521333336.882000 /muse/eeg ffff  838.94 893.2243 792.88055 830.7151
1521333336.883000 /muse/eeg/quantization iiii  1 1 1 1
1521333336.883000 /muse/eeg ffff  843.87494 891.57935 792.88055 830.7151
1521333336.883000 /muse/eeg ffff  834.005 889.9344 794.5255 829.07007
1521333336.883000 /muse/eeg ffff  847.16486 891.57935 796.1705 829.07007
1521333336.883000 /muse/eeg ffff  847.16486 893.2243 794.5255 827.4251
1521333336.883000 /muse/eeg ffff  847.16486 891.57935 796.1705 830.7151
1521333336.883000 /muse/eeg ffff  855.3898 891.57935 797.8155 835.65
1521333336.883000 /muse/eeg ffff  852.0998 893.2243 796.1705 829.07007
1521333336.883000 /muse/eeg ffff  850.45483 891.57935 796.1705 829.07007
1521333336.883000 /muse/eeg ffff  850.45483 889.9344 796.1705 827.4251
1521333336.883000 /muse/eeg ffff  848.8099 889.9344 797.8155 832.36005
1521333336.884000 /muse/elements/alpha_relative ffff  0.28136724 0.13800961 0.08074811 0.17023692
1521333336.884000 /muse/elements/beta_relative ffff  0.1188193 0.049662996 0.039374884 0.0913421
1521333336.884000 /muse/elements/delta_relative ffff  0.49497607 0.66514707 0.74606854 0.5911604
1521333336.885000 /muse/elements/gamma_relative ffff  0.051425837 0.008714347 0.007297063 0.026392821
1521333336.885000 /muse/elements/theta_relative ffff  0.05341155 0.13846599 0.12651141 0.12086776
1521333336.885000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333336.885000 /muse/elements/is_good iiii  1 1 1 1
1521333336.885000 /muse/elements/blink i  0
1521333336.885000 /muse/elements/jaw_clench i  0
1521333336.885000 /muse/elements/touching_forehead i  1
1521333336.885000 /muse/elements/experimental/concentration f  0.79436904
1521333336.885000 /muse/elements/experimental/mellow f  0.95982856
1521333336.885000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.0099664 12.313343 11.515875 2.5396934 0.13528991 -1.6735483 -2.9892642 -8.380686 -8.747341 -5.784761 -5.994815 -6.4126563 -3.977678 -0.29578483 -3.9275477 -7.599881 -6.350056 -7.2232485 -9.339106 -8.383089 -4.4796987 -3.845805 -10.071485 -10.756549 -10.150236 -13.145238 -11.982277 -9.574413 -10.627151 -12.511292 -14.845008 -10.999107 -11.853974 -8.567307 -6.2877197 -9.736659 -15.458805 -7.0642385 -7.2513466 -15.356752 -12.506865 -8.305992 -10.353426 -13.784361 -14.106804 -11.068275 -13.351931 -19.84601 -13.254044 -9.138393 -12.251528 -11.529167 -15.272378 -13.619471 -11.570005 -12.826137 -12.004691 -16.708616 -17.52379 -16.795668 -16.315498 -15.486277 -16.546164 -15.29131 -15.868291 -16.436155 -16.542418 -19.5193 -23.799145 -27.940407 -27.46509 -25.076143 -29.696413 -22.655119 -16.103338 -13.698005 -19.958536 -17.93144 -18.86782 -11.314296 -10.753394 -15.211572 -19.752085 -17.325584 -12.331242 -14.500958 -18.35086 -14.039151 -15.381982 -15.55289 -14.8675375 -14.614249 -11.970837 -10.052585 -12.791117 -14.23612 -14.46798 -19.044724 -27.457855 -23.07173 -22.033772 -17.755709 -19.281815 -20.856016 -19.100725 -15.17222 -16.85047 -14.181868 -12.686855 -16.327438 -24.643862 -22.56715 -20.011864 -15.922706 -19.607061 -21.027462 -19.794214 -26.405827 -23.701265 -24.220867 -27.638184 -27.28991 -21.790133 -22.91644 -23.13934 -24.22501 -19.872944 -20.402515 -29.368372
1521333336.886000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  15.397111 20.09991 11.973823 -0.68574065 -2.9398704 -0.78015184 1.0942831 -2.8741248 -3.2258751 -6.990575 -7.5175433 -5.803952 -4.737385 -4.3237147 -8.926774 -14.128685 -12.191043 -8.370002 -5.6849027 -6.7087307 -9.939009 -12.280717 -12.656894 -12.047269 -11.420361 -12.145807 -13.409241 -13.783079 -15.893246 -19.545198 -18.34169 -18.085855 -15.137911 -19.034483 -23.822145 -18.968077 -19.454084 -22.662136 -22.21375 -22.135054 -20.568644 -16.544474 -21.549427 -31.518684 -24.529947 -27.585426 -24.24929 -22.278122 -18.70581 -15.258207 -23.267212 -29.780237 -21.86969 -18.954618 -18.715378 -21.5157 -22.702816 -25.515413 -23.075212 -22.631126 -21.49724 -20.9562 -22.188526 -24.325283 -28.342657 -32.48718 -31.368656 -27.372686 -28.810556 -29.09909 -30.93286 -28.048384 -28.85218 -29.691202 -28.247904 -29.672134 -24.483685 -23.224375 -22.063982 -22.555256 -24.382484 -23.752937 -22.643991 -27.181076 -24.418396 -23.77699 -21.40599 -21.650888 -19.264233 -26.415655 -29.83922 -28.362757 -29.202646 -23.996767 -23.261993 -20.79346 -22.057907 -28.462683 -30.68506 -29.936146 -31.611387 -22.541864 -20.260895 -22.535439 -24.007189 -24.468382 -22.579084 -21.767397 -26.186893 -23.916473 -27.733603 -28.29264 -27.481276 -22.529737 -20.479862 -24.402803 -33.842342 -33.797337 -26.864326 -22.453032 -23.770292 -23.94202 -23.209148 -28.245186 -33.639 -36.33646 -29.35007 -29.08856 -36.193386
1521333336.887000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  13.6488905 18.328144 11.469831 5.992484 -0.5424218 0.21850684 0.4319083 -3.219144 -3.5043027 -7.9590163 -10.243693 -8.871364 -6.0921936 -6.5721226 -12.978147 -17.379498 -15.025988 -13.203291 -7.853636 -7.2890124 -10.866736 -16.561596 -18.591063 -16.966627 -13.120797 -14.274364 -13.100909 -15.496446 -17.203106 -18.974592 -13.457894 -12.228552 -12.469064 -13.952908 -19.750032 -22.434837 -19.011324 -18.629433 -16.518026 -19.012262 -17.55105 -21.376923 -24.82274 -23.187243 -22.652054 -28.060246 -26.06361 -22.547312 -21.850222 -17.544662 -21.113886 -23.753778 -21.225533 -21.618748 -24.347551 -21.422945 -23.708406 -26.53674 -29.294056 -29.077587 -22.47771 -25.024328 -24.840786 -26.3935 -31.749092 -28.718967 -29.819895 -32.955963 -30.086056 -30.791533 -28.272436 -34.161385 -35.469257 -31.373873 -25.45757 -28.622417 -27.285456 -25.6518 -24.657768 -26.94983 -28.866318 -33.744656 -34.623985 -30.537678 -27.650318 -21.397932 -23.521133 -30.812534 -27.422676 -27.235321 -27.492752 -28.196938 -26.311398 -27.173414 -26.636377 -24.11176 -22.96734 -22.283157 -27.699898 -28.219954 -26.552437 -26.754927 -27.092329 -27.803194 -26.02105 -30.292625 -24.816195 -23.225552 -28.2507 -30.20507 -30.961468 -31.35024 -26.113424 -28.862509 -27.430506 -28.38005 -26.394728 -25.79449 -25.355352 -29.914587 -30.106441 -26.046999 -27.640936 -33.84398 -32.018105 -29.059202 -27.492647 -30.082886 -36.470505
1521333336.888000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  11.645342 15.95504 11.602503 6.2154856 -1.1646715 0.16342393 -4.600708 -9.555074 -13.139049 -3.614317 -1.6594049 -8.615982 -7.029905 -7.0046797 -6.6965704 -9.73691 -8.315608 -6.3621006 -4.2113976 -4.9065986 -5.031416 -9.75361 -8.758741 -9.857838 -13.130837 -9.826444 -8.23619 -12.417753 -12.892793 -13.739428 -15.759456 -11.095177 -12.10509 -13.094488 -16.62884 -13.425477 -14.612716 -18.197943 -10.919602 -10.973156 -15.87148 -17.121176 -15.249378 -12.583411 -11.651606 -16.243832 -14.56851 -19.294876 -17.226255 -16.024506 -13.765251 -14.871709 -17.119663 -17.931032 -17.602861 -17.474907 -15.590551 -17.282902 -17.692451 -18.277145 -15.147308 -14.609925 -16.46336 -18.39291 -31.847986 -29.745304 -25.639477 -27.651012 -24.100372 -28.509602 -29.27131 -29.543262 -26.090649 -19.585144 -17.967478 -19.37086 -22.4837 -22.673805 -22.05737 -16.09872 -19.807678 -23.97115 -23.11818 -15.312019 -15.429249 -25.874502 -21.938446 -23.775486 -17.772215 -16.694645 -17.003284 -15.414238 -22.85625 -22.871916 -16.192837 -16.098866 -17.86499 -21.696827 -21.997097 -26.938683 -21.292034 -22.716448 -22.774565 -24.713903 -20.387373 -19.484081 -22.833443 -19.837412 -17.425436 -20.44049 -21.965092 -27.467115 -20.714367 -17.226154 -24.73901 -33.758244 -26.795105 -24.710495 -23.916075 -22.78893 -22.659086 -26.564037 -24.850933 -28.485983 -24.2185 -27.332687 -28.562069 -28.78393 -30.619938
1521333336.888000 /muse/elements/low_freqs_absolute ffff  1.2256801 1.2269046 1.2814207 1.353716
1521333336.888000 /muse/elements/alpha_absolute ffff  0.93586606 0.46176696 0.24774788 0.7322726
1521333336.888000 /muse/elements/beta_absolute ffff  0.5614795 0.017890522 -0.06416519 0.46188986
1521333336.888000 /muse/elements/delta_absolute ffff  1.1811768 1.1447753 1.2133943 1.2729242
1521333336.888000 /muse/elements/gamma_absolute ffff  0.19777387 -0.7379076 -0.7962364 -0.07729532
1521333336.888000 /muse/elements/theta_absolute ffff  0.21422769 0.4632007 0.44274518 0.58352935
1521333336.888000 /muse/elements/alpha_session_score ffff  0.8684211 0.44444445 0.42682928 0.6785714
1521333336.888000 /muse/elements/beta_session_score ffff  0.16666667 0.6721311 0.85714287 0.90909094
1521333336.888000 /muse/elements/delta_session_score ffff  0.27522936 0.3764706 0.371134 0.26190478
1521333336.888000 /muse/elements/gamma_session_score ffff  0.0 0.29032257 0.115384616 0.44
1521333336.888000 /muse/elements/theta_session_score ffff  0.07608695 0.45384616 0.46031746 0.44036698
1521333336.888000 /muse/eeg ffff  845.5199 886.6444 799.46045 830.7151
1521333336.888000 /muse/eeg ffff  840.58496 886.6444 799.46045 830.7151
1521333336.889000 /muse/eeg ffff  850.45483 886.6444 801.1054 834.005
1521333336.889000 /muse/eeg ffff  858.67975 884.99945 801.1054 830.7151
1521333336.889000 /muse/eeg ffff  857.0347 884.99945 802.7504 835.65
1521333336.889000 /muse/drlref ff  1641935.5 1645161.2
1521333336.891000 /muse/acc fff  273.43793 941.4077 152.344
1521333336.891000 /muse/acc fff  273.43793 937.50146 156.25024
1521333336.927000 /muse/acc fff  273.43793 941.4077 160.1565
1521333336.940000 /muse/acc fff  277.34418 937.50146 164.06276
1521333336.969000 /muse/eeg ffff  850.45483 884.99945 802.7504 837.295
1521333336.969000 /muse/eeg/quantization iiii  1 1 1 1
1521333336.970000 /muse/eeg ffff  855.3898 888.28937 802.7504 838.94
1521333336.970000 /muse/eeg ffff  852.0998 888.28937 802.7504 838.94
1521333336.970000 /muse/eeg ffff  857.0347 888.28937 801.1054 832.36005
1521333336.970000 /muse/eeg ffff  858.67975 888.28937 801.1054 834.005
1521333336.970000 /muse/eeg ffff  853.7448 886.6444 806.04034 834.005
1521333336.970000 /muse/eeg ffff  850.45483 886.6444 806.04034 837.295
1521333336.970000 /muse/eeg ffff  850.45483 886.6444 807.68536 834.005
1521333336.970000 /muse/eeg ffff  845.5199 886.6444 807.68536 832.36005
1521333336.970000 /muse/eeg ffff  850.45483 884.99945 807.68536 835.65
1521333336.970000 /muse/eeg ffff  850.45483 881.7095 810.9753 842.2299
1521333336.970000 /muse/eeg ffff  853.7448 880.06445 810.9753 837.295
1521333336.971000 /muse/eeg ffff  855.3898 878.4195 810.9753 830.7151
1521333336.971000 /muse/eeg ffff  857.0347 878.4195 812.6203 830.7151
1521333336.971000 /muse/eeg ffff  853.7448 878.4195 814.26526 834.005
1521333336.971000 /muse/eeg ffff  852.0998 880.06445 814.26526 835.65
1521333336.971000 /muse/acc fff  277.34418 941.4077 167.96901
1521333336.974000 /muse/acc fff  273.43793 945.31396 164.06276
1521333336.996000 /muse/drlref ff  1641935.5 1648387.1
1521333336.996000 /muse/acc fff  273.43793 941.4077 160.1565
1521333337.045000 /muse/acc fff  277.34418 941.4077 156.25024
1521333337.045000 /muse/eeg ffff  848.8099 875.1295 815.9103 838.94
1521333337.046000 /muse/elements/alpha_relative ffff  0.27989438 0.1368703 0.079543665 0.17532684
1521333337.046000 /muse/elements/beta_relative ffff  0.11182621 0.05084847 0.03834427 0.0883434
1521333337.046000 /muse/elements/delta_relative ffff  0.50077474 0.66327006 0.75260085 0.598932
1521333337.046000 /muse/elements/gamma_relative ffff  0.051901065 0.008478155 0.0069879675 0.024921695
1521333337.046000 /muse/elements/theta_relative ffff  0.055603597 0.140533 0.12252324 0.11247602
1521333337.046000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333337.046000 /muse/elements/is_good iiii  1 1 1 1
1521333337.046000 /muse/elements/blink i  0
1521333337.046000 /muse/elements/jaw_clench i  0
1521333337.046000 /muse/elements/touching_forehead i  1
1521333337.046000 /muse/elements/experimental/concentration f  0.78050804
1521333337.046000 /muse/elements/experimental/mellow f  0.97256714
1521333337.047000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.306456 12.06101 11.462689 2.9619162 0.06348924 -1.7404647 -2.8041334 -8.389512 -8.150374 -6.1249337 -6.1063404 -6.714166 -4.310357 -0.024272395 -4.2040424 -10.065915 -6.4295144 -7.2690167 -9.237266 -8.353822 -4.397991 -3.7606583 -9.498061 -9.961253 -9.964684 -13.890207 -13.883367 -10.535046 -11.034545 -12.810151 -15.1623955 -12.097849 -12.415612 -8.70777 -6.4624925 -10.05798 -16.171837 -7.6307917 -7.0427685 -15.39683 -12.952701 -7.945033 -8.829941 -12.931251 -14.895788 -11.166674 -13.641073 -22.074831 -13.856804 -9.98856 -12.849706 -11.778931 -15.694124 -14.264722 -12.644993 -13.549146 -12.451424 -16.748438 -17.082922 -16.047726 -15.362917 -16.697104 -18.513905 -16.63972 -16.180037 -17.353506 -17.594591 -20.148956 -24.641327 -28.83975 -27.884027 -24.075434 -29.327763 -22.818197 -16.35146 -13.871774 -19.909883 -18.315718 -19.935532 -11.365978 -10.5864315 -14.820588 -19.596268 -17.720478 -13.3288145 -15.789869 -18.483772 -13.70603 -14.793588 -16.03612 -15.759578 -14.849863 -13.14484 -10.026371 -13.586582 -14.583051 -14.537684 -19.550545 -27.310919 -22.993994 -23.995716 -19.6943 -21.205633 -22.186749 -19.542286 -16.977947 -17.781652 -14.077467 -12.53738 -16.867847 -23.877226 -21.030243 -18.588753 -15.511725 -20.343126 -21.06584 -21.091648 -26.573524 -24.792961 -24.584333 -28.348278 -26.533163 -22.722265 -23.931011 -24.423689 -24.851059 -20.212687 -21.039946 -29.597605
